iso3,ano,asr_dalys_(anos_de_vida_perdidos_ajustados_por_incapacidade),asr_deaths,asr_incidence,asr_ylds_(anos_vividos_com_incapacidade),asr_ylls_(anos_de_vida_perdidos_por_morte_prematura),alfabetizacao_adultos_pct,expectativa_vida,pib_per_capita,urbanizacao_pct
SLB,2017,,,,,,,69.652,2143.57670489272,25.3830535769599
SLB,2018,,,,,,,69.806,2278.19908624102,26.2946826684302
SLB,2019,,,,,,,69.981,2223.65890942466,27.275106750276
SLB,2020,,,,,,,69.258,2063.32780991967,28.0327555150022
SLB,2021,,,,,,,68.89,2043.44413170658,28.6889396820578
SLB,2022,,,,,,,70.409,1877.78104490956,29.3511689856806
SLB,2023,,,,,,,70.528,1882.64394148042,30.0088821088389
SLE,2010,,,,,,,51.927,685.039673490948,38.6417328938613
SLE,2011,,,,,,,52.594,761.146365577281,39.0472153491602
SLE,2012,,,,,,,53.159,937.504428180231,39.4644094876975
SLE,2013,,,,,,,54.051,1117.47183075115,39.8916422780075
SLE,2014,,,,,,44.3698913332904,54.281,1117.7586465721,40.3272406886245
SLE,2015,,,,,,49.4000015258789,55.454,964.575980888989,40.7669565187099
SLE,2016,,,,,,,56.937,844.416411175476,41.229411538771
SLE,2017,,,,,,44.8300018310547,57.761,779.186007841728,41.7106682105058
SLE,2018,,,,,,48.8143667728528,59.059,845.914540460932,42.2011025267803
SLE,2019,,,,,,43.5800018310547,59.593,843.71251730417,42.7018444914441
SLE,2020,,,,,,,59.694,845.277558236182,43.2129659123546
SLE,2021,,,,,,,60.26,885.396401613729,43.7345385973699
SLE,2022,,,,,,,61.275,860.371067874555,44.2666343543487
SLE,2023,,,,,,,61.786,758.329137301888,44.809324991151
SLV,2010,45.97430989205193,1.977799046987153,1.91622862045,0.5443694586100001,45.42994044759457,84.4899978637695,70.909,3040.07300952878,65.4327927543162
SLV,2011,43.64650017820234,1.8879834909206712,1.82678774707,0.5232198449000001,43.123280346908906,85.4899978637695,71.192,3330.60049486653,66.334413642034
SLV,2012,46.485830632308456,2.0066979969256225,1.94450908933,0.54878220855,45.93704843802816,85.4624559924635,71.42,3497.91256915509,67.2232666950659
SLV,2013,46.706231785593566,2.0181351576102293,1.95432497231,0.55237023157,46.15386156838101,86.7699966430664,71.225,3582.26694005169,68.0878511957995
SLV,2014,47.24007983376482,2.0403097929152776,1.97372565389,0.56103442417,46.67904542418546,87.4125334516516,71.144,3666.01248913873,68.9166664266223
SLV,2015,47.098518868061696,2.032103727681742,1.9647104051,0.5640842662600001,46.534434616467934,87.9700012207031,70.952,3790.34089108162,69.6982116699219
SLV,2016,46.46930441208868,1.990422254601336,1.92927015461,0.55341888714,45.91588553933517,88.1399993896484,70.908,3901.34014965811,70.3990173339844
SLV,2017,47.1941774299198,2.0107035372589506,1.95426586128,0.56009010447,46.63408734001586,88.4800033569336,71.007,4020.12671373919,71.0856704711914
SLV,2018,47.70600260494608,2.0368702011035635,1.9801941748,0.56728421065,47.13871840904632,89.0100021362305,71.384,4183.54620971358,71.7577209472656
SLV,2019,49.295571844014994,2.1143066026449504,2.05461258024,0.58324890603,48.712322953146426,89.1399993896484,71.725,4320.11671534627,72.4148941040039
